"product_id","barcode","product_name","brand","category","subcategory","recommendation_group","serving_size_g","energy_kcal_100g","protein_g_100g","carbs_g_100g","sugar_g_100g","added_sugar_g_100g","total_fat_g_100g","saturated_fat_g_100g","trans_fat_g_100g","fiber_g_100g","sodium_mg_100g","salt_g_100g","ingredients_text","ingredient_count","contains_whole_grain","contains_added_sugar","contains_artificial_sweetener","contains_allergen","allergens","processing_level","food_score","score_version","data_source","verified"
"AAR0034","8901000000034","GrainMart Digestive Biscuits","GrainMart","Biscuits & Cookies","Digestive Biscuits","biscuits_cookies","25.0","383.6","10.7","63.1","31.7","0.0","13.0","6.0","0.1","2.4","615.0","1.57","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","10","false","false","false","true","milk,soy","ultra_processed","33","v1.0","synthetic_v2","false"
"AAR0035","8901000000035","PureNature Butter Cookies","PureNature","Biscuits & Cookies","Butter Cookies","biscuits_cookies","36.0","438.6","9.0","69.7","3.4","0.0","22.4","7.0","0.0","7.4","517.0","1.31","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","11","true","false","false","true","oats,nuts","ultra_processed","56","v1.0","synthetic_v2","false"
"AAR0036","8901000000036","TrailBlaze Oatmeal Cookies","TrailBlaze","Biscuits & Cookies","Oatmeal Cookies","biscuits_cookies","24.0","496.8","11.5","62.0","28.4","21.4","22.8","3.1","0.2","6.1","151.0","0.38","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","4","false","true","false","false","","ultra_processed","44","v1.0","synthetic_v2","false"
"AAR0037","8901000000037","QuickMeal Cream Sandwich","QuickMeal","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","20.0","426.9","9.4","76.0","17.6","17.6","9.1","0.9","0.1","4.5","488.0","1.24","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","10","true","true","false","true","milk,soy","ultra_processed","48","v1.0","synthetic_v2","false"
"AAR0038","8901000000038","NutriCo Butter Cookies","NutriCo","Biscuits & Cookies","Butter Cookies","biscuits_cookies","27.0","395.9","9.3","66.9","4.6","4.6","10.7","5.8","0.2","1.0","456.0","1.16","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","8","false","true","false","true","wheat,gluten,milk","processed","53","v1.0","synthetic_v2","false"
"AAR0039","8901000000039","DesiGood Cream Sandwich Premium","DesiGood","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","33.0","431.8","5.9","59.6","2.4","2.4","16.2","3.9","0.1","3.2","451.0","1.15","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","13","false","true","false","true","wheat,gluten,soy","ultra_processed","47","v1.0","synthetic_v2","false"
"AAR0040","8901000000040","HarvestGold Cream Sandwich Premium","HarvestGold","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","45.0","419.1","6.8","61.8","0","0","22.8","10.9","0.1","4.9","427.0","1.09","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","14","false","false","false","true","soy","minimally_processed","62","v1.0","synthetic_v2","false"
"AAR0041","8901000000041","SwiftGrain Cream Sandwich","SwiftGrain","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","30.0","431.2","6.1","51.1","19.2","6.2","8.9","4.1","0","7.7","666.0","1.69","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","15","false","true","false","true","wheat,gluten,milk","ultra_processed","43","v1.0","synthetic_v2","false"
"AAR0042","8901000000042","HarvestGold Cream Sandwich","HarvestGold","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","23.0","437.3","6.3","76.2","19.4","2.7","15.0","3.4","0","5.8","666.0","1.7","Rolled oats, dried fruits, seeds, honey, coconut oil","12","true","true","false","true","peanuts,sesame","minimally_processed","57","v1.0","synthetic_v2","false"
"AAR0043","8901000000043","HealthFirst Digestive Biscuits","HealthFirst","Biscuits & Cookies","Digestive Biscuits","biscuits_cookies","27.0","415.5","7.0","59.3","5.4","5.4","11.8","6.8","0.1","2.9","244.0","0.62","Whole wheat flour, refined flour, sugar, vegetable oil, salt, yeast, emulsifiers","13","false","true","false","true","wheat,gluten","processed","55","v1.0","synthetic_v2","false"
"AAR0044","8901000000044","CleanEat Crackers Premium","CleanEat","Biscuits & Cookies","Crackers","biscuits_cookies","22.0","450.0","6.0","64.8","21.5","0","18.7","4.0","0.2","1.6","109.0","0.28","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","11","true","false","false","true","milk","processed","50","v1.0","synthetic_v2","false"
"AAR0045","8901000000045","FitBite Digestive Biscuits","FitBite","Biscuits & Cookies","Digestive Biscuits","biscuits_cookies","35.0","442.8","6.2","69.1","0.0","0.0","9.9","4.0","0.1","1.3","419.0","1.07","Refined wheat flour, sugar, palm oil, glucose syrup, emulsifiers, artificial flavours, salt","9","false","false","false","true","soy","ultra_processed","46","v1.0","synthetic_v2","false"
"AAR0046","8901000000046","SweetNature Crackers","SweetNature","Biscuits & Cookies","Crackers","biscuits_cookies","30.0","460.1","5.7","68.2","34.1","0.0","12.0","7.7","0.1","4.4","376.0","0.96","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","10","true","false","false","true","wheat,gluten","ultra_processed","35","v1.0","synthetic_v2","false"
"AAR0047","8901000000047","SwiftGrain Oatmeal Cookies","SwiftGrain","Biscuits & Cookies","Oatmeal Cookies","biscuits_cookies","34.0","470.0","8.5","66.7","9.9","7.6","13.8","7.2","0.1","4.2","691.0","1.76","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","10","false","true","false","true","oats,nuts","processed","50","v1.0","synthetic_v2","false"
"AAR0048","8901000000048","PureNature Oatmeal Cookies Premium","PureNature","Biscuits & Cookies","Oatmeal Cookies","biscuits_cookies","34.0","471.0","7.2","47.7","4.7","0.0","14.2","6.1","0.3","4.3","451.0","1.15","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","4","false","false","false","true","wheat,gluten","ultra_processed","47","v1.0","synthetic_v2","false"
"AAR0049","8901000000049","SweetNature Millet Biscuits Premium","SweetNature","Biscuits & Cookies","Millet Biscuits","biscuits_cookies","28.0","442.1","9.5","52.2","30.5","18.0","13.9","7.9","0.3","4.0","542.0","1.38","Corn grits, sugar, artificial colours, sodium benzoate, artificial flavours","8","false","true","false","true","peanuts,sesame","ultra_processed","34","v1.0","synthetic_v2","false"
"AAR0050","8901000000050","SpiceBlend Butter Cookies Premium","SpiceBlend","Biscuits & Cookies","Butter Cookies","biscuits_cookies","28.0","459.9","6.3","64.6","11.0","11.0","17.7","9.1","0.0","2.8","303.0","0.77","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","12","false","true","false","true","milk","ultra_processed","42","v1.0","synthetic_v2","false"
"AAR0051","8901000000051","SlimChoice Oatmeal Cookies","SlimChoice","Biscuits & Cookies","Oatmeal Cookies","biscuits_cookies","33.0","457.7","6.2","71.0","27.6","15.7","25.4","3.7","0","0","604.0","1.54","Oats, milk powder, sugar, malt extract, salt, vitamins","10","true","true","false","true","wheat,gluten,soy","processed","40","v1.0","synthetic_v2","false"
"AAR0052","8901000000052","CrunchWave Cream Sandwich","CrunchWave","Biscuits & Cookies","Cream Sandwich","biscuits_cookies","39.0","443.4","5.7","83.6","18.4","15.6","19.6","7.4","0.1","1.5","586.0","1.49","Sugar, vegetable fat, skim milk powder, glucose syrup, emulsifiers, artificial vanilla","15","false","true","false","true","soy","ultra_processed","34","v1.0","synthetic_v2","false"
"AAR0053","8901000000053","EarthFoods Butter Cookies","EarthFoods","Biscuits & Cookies","Butter Cookies","biscuits_cookies","25.0","482.8","7.0","56.1","15.2","15.0","21.5","0.9","0.3","3.1","411.0","1.05","Corn syrup, sugar, artificial colours, sodium benzoate, citric acid, preservatives","6","false","true","false","true","wheat,gluten,milk","ultra_processed","42","v1.0","synthetic_v2","false"
"AAR0054","8901000000054","SweetNature Millet Biscuits","SweetNature","Biscuits & Cookies","Millet Biscuits","biscuits_cookies","16.0","459.7","8.1","53.7","1.0","1.0","24.3","5.2","0","2.9","339.0","0.86","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","10","false","false","false","true","oats,nuts","processed","57","v1.0","synthetic_v2","false"
"AAR0055","8901000000055","NutriPulse Digestive Biscuits","NutriPulse","Biscuits & Cookies","Digestive Biscuits","biscuits_cookies","31.0","428.1","9.4","78.8","25.3","9.6","10.5","10.5","0.1","3.5","376.0","0.96","Brown rice, lentils, vegetables, spices, salt","10","false","true","false","true","soy","minimally_processed","50","v1.0","synthetic_v2","false"
"AAR0056","8901000000056","SwiftGrain Puffed Rice Premium","SwiftGrain","Chips & Namkeen","Puffed Rice","chips_namkeen","36.0","435.6","6.0","51.4","1.4","0.2","29.6","5.0","0.3","0","646.0","1.65","Oats, milk powder, sugar, malt extract, salt, vitamins","2","false","false","false","true","wheat,gluten,milk","processed","49","v1.0","synthetic_v2","false"
"AAR0057","8901000000057","MorningBest Roasted Nuts","MorningBest","Chips & Namkeen","Roasted Nuts","chips_namkeen","27.0","449.4","7.0","26.7","0.7","0","54.3","9.7","0.3","7.0","247.0","0.63","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","8","false","false","false","true","milk,soy","processed","61","v1.0","synthetic_v2","false"
"AAR0058","8901000000058","SwiftGrain Roasted Nuts Premium","SwiftGrain","Chips & Namkeen","Roasted Nuts","chips_namkeen","33.0","396.7","12.9","47.7","1.9","1.9","34.7","4.6","0.3","0.7","561.0","1.43","Oats, milk powder, sugar, malt extract, salt, vitamins","6","true","true","false","false","","processed","59","v1.0","synthetic_v2","false"
"AAR0059","8901000000059","ProSnack Potato Chips","ProSnack","Chips & Namkeen","Potato Chips","chips_namkeen","24.0","489.6","2.1","68.6","2.4","0.7","43.7","3.2","0","0","559.0","1.42","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","12","false","false","false","false","","processed","47","v1.0","synthetic_v2","false"
"AAR0060","8901000000060","DairyPure Popcorn","DairyPure","Chips & Namkeen","Popcorn","chips_namkeen","28.0","345.1","18.3","55.8","2.7","0.6","34.0","5.8","0.3","4.9","477.0","1.21","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","6","false","false","false","true","milk","processed","66","v1.0","synthetic_v2","false"
"AAR0061","8901000000061","PowerFuel Lentil Snacks","PowerFuel","Chips & Namkeen","Lentil Snacks","chips_namkeen","31.0","488.5","0","27.7","5.2","2.4","25.2","6.1","0.2","2.6","310.0","0.79","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","4","false","true","false","true","wheat,gluten,milk","processed","49","v1.0","synthetic_v2","false"
"AAR0062","8901000000062","QuickMeal Bhujia","QuickMeal","Chips & Namkeen","Bhujia","chips_namkeen","27.0","494.5","0","70.5","4.4","2.6","42.7","12.7","0.3","0","220.0","0.56","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","7","true","true","false","true","milk","processed","47","v1.0","synthetic_v2","false"
"AAR0063","8901000000063","DairyPure Puffed Rice","DairyPure","Chips & Namkeen","Puffed Rice","chips_namkeen","25.0","501.1","5.0","55.4","0.8","0.6","6.9","2.3","0","1.1","832.0","2.12","Refined flour, palm oil, MSG, hydrolyzed soy protein, artificial flavours, salt","14","false","false","false","true","oats,nuts","ultra_processed","41","v1.0","synthetic_v2","false"
"AAR0064","8901000000064","CleanEat Makhana","CleanEat","Chips & Namkeen","Makhana","chips_namkeen","30.0","499.6","10.0","36.5","5.1","0.6","29.8","16.2","0.1","8.5","323.0","0.82","Skimmed milk, sugar, stabilizers, flavours, live cultures","12","false","false","false","true","wheat,gluten,milk","processed","59","v1.0","synthetic_v2","false"
"AAR0065","8901000000065","DairyPure Roasted Legumes","DairyPure","Chips & Namkeen","Roasted Legumes","chips_namkeen","30.0","432.4","19.0","64.7","1.3","1.3","42.6","8.5","0","2.0","405.0","1.03","Almonds, cashews, raisins, sunflower seeds, salt","8","false","true","false","true","wheat,gluten,milk","minimally_processed","67","v1.0","synthetic_v2","false"
"AAR0066","8901000000066","SwiftGrain Popcorn","SwiftGrain","Chips & Namkeen","Popcorn","chips_namkeen","32.0","480.7","1.7","58.8","4.8","3.4","44.2","9.3","0.2","4.3","151.0","0.38","Almonds, cashews, raisins, sunflower seeds, salt","7","false","true","false","true","wheat,gluten,soy","minimally_processed","58","v1.0","synthetic_v2","false"
"AAR0067","8901000000067","SweetNature Roasted Legumes Premium","SweetNature","Chips & Namkeen","Roasted Legumes","chips_namkeen","30.0","486.3","2.0","32.5","6.2","1.9","38.2","6.1","0.2","7.8","357.0","0.91","Skimmed milk, sugar, stabilizers, flavours, live cultures","5","false","true","false","true","milk,soy","processed","56","v1.0","synthetic_v2","false"
"AAR0068","8901000000068","CleanEat Bhujia","CleanEat","Chips & Namkeen","Bhujia","chips_namkeen","35.0","443.9","7.3","56.0","1.6","1.6","14.6","5.3","0.1","9.6","485.0","1.24","Rice flour, corn grits, sunflower oil, spice mix, salt, citric acid","2","false","true","false","true","milk","processed","64","v1.0","synthetic_v2","false"
"AAR0069","8901000000069","NutriPulse Puffed Rice","NutriPulse","Chips & Namkeen","Puffed Rice","chips_namkeen","38.0","486.0","13.9","53.5","6.2","0.7","49.1","15.2","0.1","2.9","712.0","1.81","Chickpeas, sunflower oil, spice blend, salt, lemon juice powder","5","false","false","false","true","wheat,gluten,soy","processed","50","v1.0","synthetic_v2","false"
"AAR0070","8901000000070","SlimChoice Makhana","SlimChoice","Chips & Namkeen","Makhana","chips_namkeen","35.0","444.8","7.5","27.8","0.2","0","16.5","5.9","0.2","9.9","270.0","0.69","Whole wheat flour, oats, seeds, jaggery, sunflower oil, salt","6","true","false","false","true","nuts","minimally_processed","75","v1.0","synthetic_v2","false"
"AAR0071","8901000000071","BakeMaster Tortilla Chips","BakeMaster","Chips & Namkeen","Tortilla Chips","chips_namkeen","27.0","467.0","12.7","31.8","4.1","2.4","35.4","7.2","0.4","2.3","354.0","0.9","Skimmed milk, sugar, stabilizers, flavours, live cultures","5","true","true","false","true","oats,nuts","processed","60","v1.0","synthetic_v2","false"
"AAR0072","8901000000072","TrailBlaze Potato Chips","TrailBlaze","Chips & Namkeen","Potato Chips","chips_namkeen","38.0","431.8","15.5","77.6","1.6","0.0","35.1","3.8","0.2","5.2","230.0","0.59","Refined flour, palm oil, MSG, hydrolyzed soy protein, artificial flavours, salt","12","true","false","false","true","oats,nuts","ultra_processed","62","v1.0","synthetic_v2","false"
"AAR0073","8901000000073","HarvestGold Roasted Legumes Premium","HarvestGold","Chips & Namkeen","Roasted Legumes","chips_namkeen","30.0","433.2","6.9","57.1","4.0","3.6","58.2","5.3","0.1","0","318.0","0.81","Skimmed milk, sugar, stabilizers, flavours, live cultures","12","false","true","false","true","peanuts,sesame","processed","52","v1.0","synthetic_v2","false"
"AAR0074","8901000000074","MorningBest Roasted Nuts","MorningBest","Chips & Namkeen","Roasted Nuts","chips_namkeen","33.0","438.9","10.2","51.7","6.6","6.6","20.0","4.0","0.3","6.9","782.0","1.99","Skimmed milk, sugar, stabilizers, flavours, live cultures","5","false","true","false","true","milk,soy","processed","58","v1.0","synthetic_v2","false"
