product_id,barcode,product_name,brand,category,subcategory,recommendation_group,serving_size_g,energy_kcal_100g,protein_g_100g,carbs_g_100g,sugar_g_100g,added_sugar_g_100g,total_fat_g_100g,saturated_fat_g_100g,trans_fat_g_100g,fiber_g_100g,sodium_mg_100g,salt_g_100g,ingredients_text,ingredient_count,contains_whole_grain,contains_added_sugar,contains_artificial_sweetener,contains_allergen,allergens,processing_level,food_score,score_version,data_source,verified
AAR012,8901001000012,Namkeen Masala Biscuits,SpiceCraft,Biscuits & Cookies,Savory Biscuits,biscuits_cookies,30,448,8.5,62.0,3.0,2.0,16.5,4.5,0.1,2.8,590,1.48,"Refined wheat flour, vegetable oil, spice mix (chilli, cumin, coriander, turmeric), onion powder, salt, raising agents",10,false,false,false,true,"wheat,gluten",ultra_processed,50,v1.0,demo_synthetic,false
AAR013,8901001000013,High Fiber Bran Biscuits,WellBake,Biscuits & Cookies,High Fiber,biscuits_cookies,30,358,8.8,60.0,6.5,5.0,8.5,2.2,0.0,9.5,340,0.85,"Wheat bran (25%), whole wheat flour, oat bran (10%), sunflower oil, sugar, raising agent, salt",9,true,true,false,true,"wheat,gluten",minimally_processed,74,v1.0,demo_synthetic,false
AAR014,8901001000014,Cashew Badam Cookies,RoyalBite,Biscuits & Cookies,Nut Cookies,biscuits_cookies,25,502,8.0,58.0,20.5,19.5,24.0,6.8,0.0,2.5,210,0.52,"Refined wheat flour, cashew nuts (12%), almonds (8%), sugar, butter, egg, vanilla extract, baking powder, salt",11,false,true,false,true,"wheat,gluten,nuts,milk,eggs",processed,48,v1.0,demo_synthetic,false
AAR015,8901001000015,Thin Multigrain Crispbreads,LeanCrisp,Biscuits & Cookies,Crispbread,biscuits_cookies,20,378,10.5,64.0,2.5,1.0,7.5,1.2,0.0,6.5,480,1.20,"Whole rye flour (40%), whole wheat flour, oat bran, sunflower seeds, sesame seeds, salt, yeast",9,true,false,false,true,"wheat,gluten,rye,sesame",minimally_processed,73,v1.0,demo_synthetic,false
AAR016,8901001000016,Masala Puffed Rice Chips,CrunchKing,Chips & Namkeen,Puffed Rice Snacks,chips_namkeen,30,375,6.0,78.0,2.5,1.5,3.5,1.0,0.0,1.5,680,1.70,"Puffed rice (85%), vegetable oil, spice blend (salt, red chilli, cumin, amchur), onion powder, citric acid",8,false,false,false,false,,processed,52,v1.0,demo_synthetic,false
AAR017,8901001000017,Classic Potato Chips Salted,CrispMax,Chips & Namkeen,Potato Chips,chips_namkeen,30,536,6.5,52.0,0.8,0.0,34.0,12.5,0.3,3.5,580,1.45,"Potatoes, vegetable oil (sunflower), salt",3,false,false,false,false,,processed,42,v1.0,demo_synthetic,false
AAR018,8901001000018,Baked Multigrain Puffs,LiteByte,Chips & Namkeen,Baked Snacks,chips_namkeen,25,412,8.5,66.0,3.0,2.0,12.0,2.5,0.0,4.5,410,1.03,"Whole wheat flour, corn grits, peas, sunflower oil, salt, spice mix, yeast extract",9,true,false,false,true,"wheat,gluten",processed,65,v1.0,demo_synthetic,false
AAR019,8901001000019,Spicy Chilli Lime Tortilla Chips,ZingSnack,Chips & Namkeen,Tortilla Chips,chips_namkeen,30,488,6.2,59.5,1.5,0.5,24.5,5.0,0.2,4.8,520,1.30,"Stone ground corn (70%), sunflower oil, lime juice powder, chilli powder, salt, citric acid",8,false,false,false,false,,processed,55,v1.0,demo_synthetic,false
AAR020,8901001000020,Roasted Makhana Black Pepper,NaturePop,Chips & Namkeen,Makhana Snacks,chips_namkeen,30,342,9.5,68.0,1.5,0.5,1.8,0.3,0.0,0.8,320,0.80,"Fox nuts (makhana) (90%), black pepper, rock salt, olive oil",4,false,false,false,false,,minimally_processed,72,v1.0,demo_synthetic,false
AAR021,8901001000021,Aloo Bhujia Classic,DesiCrunch,Chips & Namkeen,Bhujia,chips_namkeen,30,500,12.5,54.0,2.0,1.5,25.0,8.5,0.3,5.5,760,1.90,"Potato starch, besan (gram flour), vegetable oil, salt, spices (pepper, chilli, garam masala), asafoetida",10,false,false,false,true,"gluten-free stated,chickpea",ultra_processed,40,v1.0,demo_synthetic,false
AAR022,8901001000022,Lentil Crispies Tangy Tomato,PulseSnap,Chips & Namkeen,Lentil Snacks,chips_namkeen,25,410,14.5,58.0,4.5,3.5,10.5,2.0,0.0,7.2,480,1.20,"Red lentil flour (55%), rice flour, tomato powder, sunflower oil, salt, citric acid, natural spices",9,false,false,false,false,,processed,70,v1.0,demo_synthetic,false
AAR023,8901001000023,Cheese & Herb Puffs,PuffCo,Chips & Namkeen,Cheese Puffs,chips_namkeen,30,518,7.2,55.0,3.0,2.5,28.5,14.0,0.4,1.5,640,1.60,"Corn grits, cheddar cheese powder (8%), vegetable oil, herb mix, salt, emulsifier, artificial cheese flavour",12,false,false,false,true,"milk",ultra_processed,30,v1.0,demo_synthetic,false
AAR024,8901001000024,Roasted Chickpea Snack Tikka,ProteiPop,Chips & Namkeen,Roasted Legumes,chips_namkeen,30,365,18.5,48.0,5.0,4.0,8.5,1.2,0.0,10.5,380,0.95,"Chickpeas (75%), sunflower oil, tikka spice blend (coriander, cumin, chilli, garam masala), salt, lemon juice powder",7,false,false,false,false,,minimally_processed,78,v1.0,demo_synthetic,false
AAR025,8901001000025,Tapioca Chips Kerala Style,KeralaKrisp,Chips & Namkeen,Tapioca Chips,chips_namkeen,30,475,0.5,55.5,1.5,0.8,24.0,6.0,0.1,1.5,490,1.23,"Tapioca (cassava) (80%), coconut oil, salt, turmeric",4,false,false,false,false,,processed,44,v1.0,demo_synthetic,false
AAR026,8901001000026,Trail Mix Nuts & Seeds Snack,NutriMix,Chips & Namkeen,Mixed Nuts Snack,chips_namkeen,35,568,14.5,22.0,8.5,6.0,46.5,6.5,0.0,5.8,180,0.45,"Almonds (25%), cashews (20%), pumpkin seeds (15%), sunflower seeds (15%), raisins (15%), dried cranberries, rock salt",7,false,true,false,true,"nuts",minimally_processed,74,v1.0,demo_synthetic,false
AAR027,8901001000027,Instant Popcorn Classic Butter,PopMax,Chips & Namkeen,Popcorn,chips_namkeen,30,468,9.5,58.0,1.5,0.8,22.5,12.5,0.5,9.8,620,1.55,"Popcorn (whole grain corn), palm oil, butter flavour (artificial), salt, diacetyl (trace)",7,true,false,false,true,"milk",ultra_processed,46,v1.0,demo_synthetic,false
AAR028,8901001000028,Honey Glazed Peanuts,SweetNut,Chips & Namkeen,Peanut Snacks,chips_namkeen,30,538,22.0,32.5,18.0,17.5,34.5,6.0,0.0,5.5,280,0.70,"Peanuts (65%), sugar, honey (5%), salt, glucose syrup, cornstarch",7,false,true,false,true,"peanuts",processed,50,v1.0,demo_synthetic,false
AAR029,8901001000029,Ragi & Oat Flakes Cereal,MorningGlow,Breakfast Cereals,Millet Flakes,breakfast_cereals,40,358,9.5,68.5,6.0,4.5,3.5,0.8,0.0,7.8,180,0.45,"Finger millet (ragi) (40%), rolled oats (30%), wheat bran (10%), jaggery, rice flakes, salt",8,true,true,false,true,"wheat,gluten,oats",minimally_processed,76,v1.0,demo_synthetic,false
AAR030,8901001000030,Honey Nut Crunch Flakes,SunnyCrunch,Breakfast Cereals,Corn Flakes Variant,breakfast_cereals,40,385,7.2,80.0,28.5,27.5,3.0,0.5,0.0,3.5,580,1.45,"Corn grits (65%), sugar, honey (4%), wheat flour, almonds (3%), salt, malt extract, vitamin mix",12,false,true,false,true,"wheat,gluten,nuts",ultra_processed,36,v1.0,demo_synthetic,false
AAR031,8901001000031,Classic Corn Flakes Plain,MorningStart,Breakfast Cereals,Corn Flakes,breakfast_cereals,30,375,8.0,82.5,8.0,7.5,1.0,0.2,0.0,3.0,660,1.65,"Corn grits, sugar, malt flavouring, salt, vitamins & minerals (niacin, thiamine, riboflavin, folic acid, vitamin D3, iron)",8,false,true,false,false,,ultra_processed,42,v1.0,demo_synthetic,false
AAR032,8901001000032,High Protein Granola Berries,FitMorning,Breakfast Cereals,Granola,breakfast_cereals,50,420,12.5,58.0,18.5,17.0,15.5,3.0,0.0,6.2,140,0.35,"Rolled oats (40%), whey protein isolate (10%), honey, sunflower oil, almonds, dried blueberries (5%), cranberries, chia seeds, vanilla",12,true,true,false,true,"wheat,gluten,milk,nuts,oats",minimally_processed,68,v1.0,demo_synthetic,false
AAR033,8901001000033,Oat Muesli No Added Sugar,CleanStart,Breakfast Cereals,Muesli,breakfast_cereals,50,352,9.8,58.0,14.5,0.0,7.2,1.5,0.0,8.5,60,0.15,"Rolled oats (55%), raisins (12%), almonds (8%), sunflower seeds, pumpkin seeds, dried apricots, coconut flakes",9,true,false,false,true,"oats,nuts",minimally_processed,82,v1.0,demo_synthetic,false
AAR034,8901001000034,Wheat Puffs Chocolate Flavored,KidsMorning,Breakfast Cereals,Wheat Puffs,breakfast_cereals,30,402,7.5,78.5,32.0,31.0,4.5,1.2,0.0,4.0,490,1.23,"Puffed wheat (60%), sugar, cocoa powder (3%), glucose syrup, malt extract, salt, artificial chocolate flavour, vitamins",12,true,true,false,true,"wheat,gluten",ultra_processed,28,v1.0,demo_synthetic,false
AAR035,8901001000035,Quinoa Amaranth Pops,AncientGrain,Breakfast Cereals,Ancient Grain Cereal,breakfast_cereals,45,368,12.0,64.0,4.5,3.0,5.5,1.0,0.0,7.5,90,0.23,"Puffed quinoa (35%), puffed amaranth (25%), rolled oats, pumpkin seeds, coconut sugar, sunflower oil, cinnamon, salt",10,true,true,false,true,"oats",minimally_processed,80,v1.0,demo_synthetic,false
AAR036,8901001000036,Kids Honey Stars Cereal,FunKids,Breakfast Cereals,Shaped Cereal,breakfast_cereals,30,398,7.0,82.0,38.0,37.5,3.5,0.8,0.0,2.5,520,1.30,"Wheat flour, sugar, honey (5%), corn starch, glucose syrup, artificial colours (E102, E110), salt, artificial flavours, vitamin premix",13,false,true,false,true,"wheat,gluten",ultra_processed,22,v1.0,demo_synthetic,false
AAR037,8901001000037,Oat Bran Porridge Instant,QuickOat,Breakfast Cereals,Instant Porridge,breakfast_cereals,45,358,10.2,60.5,3.5,2.0,6.8,1.5,0.0,9.5,120,0.30,"Oat bran (60%), whole rolled oats, whole wheat flour, skimmed milk powder, salt",6,true,false,false,true,"wheat,gluten,milk,oats",minimally_processed,81,v1.0,demo_synthetic,false
AAR038,8901001000038,Bran Flakes with Raisins,FibreFirst,Breakfast Cereals,Bran Flakes,breakfast_cereals,40,348,9.0,68.0,22.0,8.0,2.0,0.5,0.0,11.5,580,1.45,"Whole wheat flour (75%), sugar, raisins (10%), barley malt extract, salt, vitamins (niacin, thiamine, folic acid, vitamin B6, iron)",9,true,true,false,true,"wheat,gluten",processed,65,v1.0,demo_synthetic,false
AAR039,8901001000039,Milky Malt Drink Mix,MaltMagic,Beverages,Malt Drink Powder,beverages,200,382,8.5,72.0,48.0,45.0,6.5,3.5,0.0,2.5,220,0.55,"Sugar, malt extract (25%), skimmed milk powder (18%), cocoa powder (8%), glucose, salt, vitamins & minerals, soy lecithin, artificial flavour",13,false,true,false,true,"milk,soy,gluten",ultra_processed,30,v1.0,demo_synthetic,false
AAR040,8901001000040,Green Tea Unsweetened RTD,TeaLeaf,Beverages,Ready to Drink Tea,beverages,250,5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.02,"Brewed green tea (99.5%), ascorbic acid (vitamin C)",2,false,false,false,false,,minimally_processed,94,v1.0,demo_synthetic,false
AAR041,8901001000041,Mango Tetrapack Juice Drink,TropiSip,Beverages,Fruit Drink (Not 100%),beverages,200,52,0.3,12.8,11.5,9.0,0.1,0.0,0.0,0.0,18,0.05,"Water, mango pulp (12%), sugar, citric acid, artificial mango flavour, sodium benzoate, ascorbic acid",8,false,true,false,false,,ultra_processed,32,v1.0,demo_synthetic,false
AAR042,8901001000042,Nimbu Pani Electrolyte Drink,HydroZip,Beverages,Sports/Electrolyte Drink,beverages,500,22,0.2,5.5,4.5,4.0,0.0,0.0,0.0,0.0,280,0.70,"Water, sugar, lemon juice concentrate (3%), salt, potassium chloride, sodium citrate, citric acid, natural lemon flavour",9,false,true,false,false,,ultra_processed,44,v1.0,demo_synthetic,false
AAR043,8901001000043,Masala Chaas Buttermilk,DairyFresh,Beverages,Fermented Dairy Drink,beverages,200,28,2.2,3.5,3.2,0.0,1.2,0.8,0.0,0.0,310,0.78,"Cultured skimmed milk (95%), water, roasted cumin, salt, mint extract, coriander",6,false,false,false,true,"milk",minimally_processed,80,v1.0,demo_synthetic,false
AAR044,8901001000044,Cold Coffee RTD Sweetened,BaristaGo,Beverages,Coffee Drink,beverages,250,68,3.5,11.0,9.5,9.0,1.5,1.0,0.0,0.0,62,0.16,"Milk (65%), water, brewed coffee (8%), sugar, chicory extract, stabilizers (carrageenan, E407a), natural coffee flavour",9,false,true,false,true,"milk",processed,50,v1.0,demo_synthetic,false
AAR045,8901001000045,Sugarcane Jaggery Water,EarthSip,Beverages,Traditional Drink,beverages,300,38,0.2,9.5,9.2,0.0,0.0,0.0,0.0,0.0,12,0.03,"Water, jaggery (organic) (10%), lemon juice, black salt, cumin water (jeera)",4,false,false,false,false,,minimally_processed,78,v1.0,demo_synthetic,false
AAR046,8901001000046,Orange Soda Carbonated Drink,FizzPop,Beverages,Carbonated Soft Drink,beverages,300,42,0.0,10.5,10.5,10.5,0.0,0.0,0.0,0.0,35,0.09,"Carbonated water, high fructose corn syrup, citric acid, sodium benzoate, artificial orange flavour, E102, E110",7,false,true,false,false,,ultra_processed,18,v1.0,demo_synthetic,false
AAR047,8901001000047,Almond Oat Plant Milk,NutriLeaf,Beverages,Plant-Based Milk,beverages,200,45,1.5,5.5,3.5,1.0,2.5,0.3,0.0,0.5,80,0.20,"Water, almonds (4%), oats (3%), sunflower oil, calcium carbonate, vitamin D2, salt, gellan gum",8,false,true,false,true,"oats,nuts",processed,68,v1.0,demo_synthetic,false
AAR048,8901001000048,Tender Coconut Water RTD,CocoFresh,Beverages,Coconut Water,beverages,330,19,0.7,4.5,4.5,0.0,0.2,0.2,0.0,1.0,105,0.26,"Tender coconut water (100%)",1,false,false,false,false,,minimally_processed,92,v1.0,demo_synthetic,false
AAR049,8901001000049,Whey Protein Shake Chocolate,ProFuel,Beverages,Protein Shake,beverages,330,62,7.5,5.5,4.0,3.5,1.5,0.8,0.0,0.0,95,0.24,"Water, whey protein concentrate (18%), skim milk, cocoa powder, sugar, xanthan gum, soy lecithin, artificial chocolate flavour, sucralose",10,false,true,true,true,"milk,soy",processed,62,v1.0,demo_synthetic,false
AAR050,8901001000050,Turmeric Golden Latte Mix,SpiceBlend,Beverages,Functional Drink Mix,beverages,200,88,3.0,14.5,10.5,9.0,2.5,1.5,0.0,1.5,90,0.23,"Whole milk powder (45%), turmeric (5%), sugar, black pepper, ginger powder, cinnamon, cardamom, ashwagandha extract",10,false,true,false,true,"milk",processed,62,v1.0,demo_synthetic,false
AAR051,8901001000051,Instant Masala Oats,QuickFeed,Instant Foods,Instant Oats,instant_foods,40,358,10.5,62.0,2.5,1.5,7.5,1.8,0.0,8.2,680,1.70,"Rolled oats (65%), seasoning mix (salt, vegetable powder, chilli flakes, cumin, coriander), peas (freeze-dried), carrot (freeze-dried), vegetable oil",10,true,false,false,true,"wheat,gluten,oats",processed,64,v1.0,demo_synthetic,false
AAR052,8901001000052,Instant Noodles Masala,TwistNoodle,Instant Foods,Instant Noodles,instant_foods,75,345,8.5,62.5,2.0,1.5,8.5,3.8,0.2,2.5,1420,3.55,"Refined wheat flour, palm oil, salt, seasoning mix (maltodextrin, salt, sugar, MSG, hydrolyzed soy protein, chilli powder, onion powder, artificial flavours, E631, E627)",16,false,false,false,true,"wheat,gluten,soy",ultra_processed,28,v1.0,demo_synthetic,false
AAR053,8901001000053,Brown Rice Upma Mix,GrainQuick,Instant Foods,Instant Mix,instant_foods,50,355,8.0,72.5,3.0,2.0,3.5,0.8,0.0,3.5,580,1.45,"Brown rice grits (60%), mustard seeds, curry leaves powder, chana dal, urad dal, vegetable oil, salt, spices",10,true,false,false,true,"gluten-free",minimally_processed,66,v1.0,demo_synthetic,false
AAR054,8901001000054,Whole Wheat Instant Poha,SwiftEat,Instant Foods,Instant Poha,instant_foods,50,348,8.5,68.0,3.5,2.5,4.5,1.0,0.0,4.5,490,1.23,"Whole wheat beaten rice (65%), onion (freeze-dried), peas (freeze-dried), turmeric, mustard seeds, peanuts, salt, oil",10,true,false,false,true,"wheat,gluten,peanuts",minimally_processed,65,v1.0,demo_synthetic,false
AAR055,8901001000055,Instant Rava Idli Mix,SouthQuick,Instant Foods,Instant Idli Mix,instant_foods,45,325,9.5,65.0,2.5,1.0,4.0,0.8,0.0,3.0,620,1.55,"Semolina (rava) (70%), curd powder, mustard seeds, curry leaves, cashew pieces, baking soda, salt, citric acid",10,false,false,false,true,"wheat,gluten,milk,nuts",processed,58,v1.0,demo_synthetic,false
AAR056,8901001000056,Masala Vermicelli Instant,VermiFast,Instant Foods,Instant Vermicelli,instant_foods,50,362,10.0,68.0,2.0,1.0,6.0,1.8,0.1,3.2,720,1.80,"Semolina vermicelli (75%), spice mix (salt, chilli, turmeric, cumin, coriander), vegetable oil, onion powder",9,false,false,false,true,"wheat,gluten",processed,52,v1.0,demo_synthetic,false
AAR057,8901001000057,Sprouted Grain Dal Khichdi,QuickNutri,Instant Foods,Instant Khichdi,instant_foods,50,332,14.5,58.0,3.0,2.0,5.0,1.2,0.0,7.5,390,0.98,"Sprouted moong dal (35%), broken rice (30%), vegetables (carrot, peas, tomato - freeze-dried), ghee, spices, salt",10,true,false,false,false,,minimally_processed,78,v1.0,demo_synthetic,false
AAR058,8901001000058,Instant Cup Soup Tomato,WarmCup,Instant Foods,Instant Soup,instant_foods,18,308,8.5,58.0,12.5,11.0,5.0,2.5,0.0,4.5,1680,4.20,"Maltodextrin, tomato powder (18%), corn starch, salt, sugar, vegetable fat, onion powder, MSG, citric acid, flavours, E631",13,false,true,false,false,,ultra_processed,22,v1.0,demo_synthetic,false
AAR059,8901001000059,Instant Besan Chilla Mix,DesiQuick,Instant Foods,Instant Pancake Mix,instant_foods,50,340,16.5,54.0,4.0,3.0,6.5,1.5,0.0,8.5,460,1.15,"Gram flour (besan) (70%), rice flour, onion powder, green chilli, coriander, cumin, turmeric, salt, baking soda",10,false,false,false,false,,minimally_processed,76,v1.0,demo_synthetic,false
AAR060,8901001000060,Dark Chocolate 70% Cacao,CacaoRich,Chocolates & Sweet Snacks,Dark Chocolate,chocolates_sweets,25,568,7.5,40.5,24.5,24.5,42.0,24.0,0.1,10.5,15,0.04,"Cacao mass (70%), sugar, cocoa butter, vanilla extract, soy lecithin",5,false,true,false,true,"soy",minimally_processed,62,v1.0,demo_synthetic,false
AAR061,8901001000061,Milk Chocolate Bar Classic,SweetCloud,Chocolates & Sweet Snacks,Milk Chocolate,chocolates_sweets,40,535,7.8,58.5,52.0,52.0,30.5,18.5,0.3,2.0,85,0.21,"Sugar, whole milk powder, cocoa butter, cocoa mass (25%), vegetable fat (palm), soy lecithin, artificial vanilla flavour",9,false,true,false,true,"milk,soy",ultra_processed,26,v1.0,demo_synthetic,false
AAR062,8901001000062,Jaggery Sesame Chikki,DesiSweet,Chocolates & Sweet Snacks,Traditional Sweets,chocolates_sweets,30,428,9.5,62.0,48.5,0.0,16.5,3.5,0.0,4.5,85,0.21,"Jaggery (55%), sesame seeds (38%), groundnuts (5%), cardamom",5,false,false,false,true,"peanuts,sesame",minimally_processed,58,v1.0,demo_synthetic,false
AAR063,8901001000063,White Chocolate Vanilla Drops,SugarSnow,Chocolates & Sweet Snacks,White Chocolate,chocolates_sweets,30,548,5.5,60.0,58.0,58.0,32.0,20.0,0.0,0.0,82,0.21,"Sugar, cocoa butter, whole milk powder, vanilla extract, soy lecithin, emulsifier (E476)",7,false,true,false,true,"milk,soy",ultra_processed,20,v1.0,demo_synthetic,false
AAR064,8901001000064,Peanut Butter Chocolate Cups,ChocoNut,Chocolates & Sweet Snacks,Chocolate Snack,chocolates_sweets,35,518,9.5,48.5,36.0,35.5,32.0,12.5,0.2,3.5,180,0.45,"Milk chocolate coating (55%), peanut butter filling (40%), sugar, palm oil, glucose syrup, salt, emulsifier, vanilla",12,false,true,false,true,"milk,peanuts,soy",ultra_processed,34,v1.0,demo_synthetic,false
AAR065,8901001000065,Coconut Date Rolls,NatureTreat,Chocolates & Sweet Snacks,Natural Confection,chocolates_sweets,30,310,3.5,68.5,62.0,0.0,5.5,4.5,0.0,6.5,20,0.05,"Dates (65%), desiccated coconut (25%), almonds, cardamom",4,false,false,false,true,"nuts",minimally_processed,58,v1.0,demo_synthetic,false
AAR066,8901001000066,Chocolate Coated Nuts Mix,ChocoMix,Chocolates & Sweet Snacks,Chocolate Snack,chocolates_sweets,30,510,9.5,46.5,38.0,38.0,32.5,14.0,0.1,4.5,80,0.20,"Mixed nuts (almonds, cashews, raisins) (50%), milk chocolate coating, sugar, cocoa butter, soy lecithin",8,false,true,false,true,"milk,nuts,soy",processed,40,v1.0,demo_synthetic,false
AAR067,8901001000067,Salted Caramel Fudge Bars,ToffeeKing,Chocolates & Sweet Snacks,Fudge/Toffee,chocolates_sweets,40,432,3.5,68.0,58.5,58.5,16.5,10.5,0.4,0.5,340,0.85,"Sugar, glucose syrup, butter, skimmed milk powder, salt, emulsifier (soy lecithin), artificial caramel flavour",10,false,true,false,true,"milk,soy",ultra_processed,22,v1.0,demo_synthetic,false
AAR068,8901001000068,80% Dark Choco with Hazelnuts,ChocoLux,Chocolates & Sweet Snacks,Premium Chocolate,chocolates_sweets,25,575,8.0,32.5,18.0,18.0,46.5,26.5,0.0,12.5,8,0.02,"Cacao mass (80%), hazelnuts (10%), sugar, cocoa butter, soy lecithin, vanilla",6,false,true,false,true,"soy,nuts",minimally_processed,68,v1.0,demo_synthetic,false
AAR069,8901001000069,Chocolate Covered Raisins,DriedNChoco,Chocolates & Sweet Snacks,Chocolate Snack,chocolates_sweets,30,395,4.0,64.5,58.0,30.0,15.5,9.5,0.1,3.5,48,0.12,"Raisins (55%), sugar, cocoa butter, whole milk powder, cocoa mass, soy lecithin, artificial flavour",8,false,true,false,true,"milk,soy",ultra_processed,36,v1.0,demo_synthetic,false
AAR070,8901001000070,Whey Protein Bar Chocolate,FitBar,Snack/Protein Bars,Protein Bar,snack_protein_bars,60,382,25.5,42.0,18.5,17.5,12.5,5.5,0.0,4.5,210,0.53,"Whey protein isolate (28%), dates, oats, dark chocolate chips (8%), peanut butter, honey, almonds, chia seeds, vanilla extract, salt",12,true,true,false,true,"milk,oats,peanuts,nuts",processed,75,v1.0,demo_synthetic,false
